TI,DE,ID,AB,PY
Strain gauge measurements of the precast concrete lining of a shield-driven tunnel,Strain gauges; ovalisation; shield-driven tunnel; non-destructive testing; laser scanning; monitoring,,"One of the critical steps in the design process of a shield-driven tunnel is the correct identification of the loads acting on the precast concrete elements of the segmental lining. However, in tunnelling, determination of the loads during ring erection, advance of the tunnel boring machine, building-up of earth pressure and bedding of the articulated ring is difficult and very few monitoring results of actual tunnel behaviour at an early stage are available. Strain gauge measurements can constitute an important contribution in acquiring a better understanding of the real-time behaviour of the tunnel lining under numerous loading conditions, especially during construction. To achieve this, every aspect of the strain gauge installation process should be handled with the utmost care in order to cope with the rough site conditions and deliver accurate measurement results. This paper reports on the monitoring programme pursued in the Liefkenshoek rail tunnel, located in the Port of Antwerp. It details the practical implementation of the strain gauges and corresponding wireless data acquisitioning system, as well as the ovalisation measurement set-up using laser scanning. The collected measurement results serve as a perfect illustration of the achieved reliability and precision of the combined monitoring programme.",2013
Flexible soils amplified the damage in the 2010 Haiti earthquake,,WAVES,"On January 12th, 2010, a 7.0 magnitude earthquake with an epicenter 15 km SW of the city of Port-au-Prince and a hypocenter at 10 km depth, caused 316,000 deaths, 350,000 injured people, and destroyed 300,000 homes that left 1,500,000 homeless. This is the worst global seismic tragedy of the past 50 years. All the collapsed buildings in Haiti were raised on soft and flexible clayey soils of bad seismic response, which were deposited on ancient marine channel. In comparison, the buildings raised on Tertiary limestone of the southern slope of the city suffered no damage. This includes the precariously built structures near the epicenter, which lacked any engineering design from the impoverished people who live on the rocky slopes. Buildings with apparently robust structures, and designed with engineering standards, such as the national palace, the cathedral and the Montana hotel, collapsed when the soft and flexible soils amplified the vibration and the seismic energy of the earthquake. This resulted in greater forces that produced wide lateral displacements at the higher levels of homes and buildings. These forces caused major shear deformations that exceeded the elastic limit of the concrete, leading to failure and the loss of many lives. Few architectural designs took seismic response into consideration when engineering building projects. The low shear-strength ( which may be related to low shear velocity) foundations of many locations were given no differential treatment, in comparison to locally more rigid rock foundations. These engineering deficiencies lead to more seismic disasters around the world.",2013
Jointless 'floating' deck for the Walt Whitman Bridge,,,"Due to water leakage at deck relief joints, the stringers and the top chord of the floor trusses were heavily corroded. The poor condition of the framing, coupled with the advanced age and the condition of the existing deck, resulted in the Delaware River Port Authority electing to replace the deck system in 2006. Several deck replacement options, including a steel orthotropic deck and a concrete-filled steel grid deck, were studied. The grid deck option was selected for its lower initial construction cost and the feasibility of making it jointless. To make the grid deck jointless in each span, it had to be either rigidly connected to the stiffening trusses through deck shear keys along the length of the span, or allowed to move freely, i.e. ""float"", relative to the stiffening trusses. The ""floating"" deck option was determined to be more economical and have better performance, thus advanced through final design and construction.",2013
The Effects of Ocean Salinity Variance due to Climate Change on Australian Seaport Infrastructure,chloride ingress; salinity; climate change; concrete; hydrological cycle,REINFORCED-CONCRETE; ENVIRONMENT,"As the effects of climatic change become more evident and extreme, there is significant pressure being mounted onto port authorities and infrastructure stakeholders to ensure that their assets are resilient to the effects of a more aggressive and corrosive climate. Typically, the reinforcing steel within concrete which provides its flexural strength is protected from corrosion by both the alkalinity of the cement and the distance of cover from the chloride laden environment. However, studies are suggesting that as the hydrological cycle around the equator begins to accelerate, the salinity of the oceans at these lower latitudes (namely from 25 degrees S to 25 degrees N) will increase. As demonstrated through Fick's 2nd Law of diffusion, there will then be an effect on the build-up of surface chlorides and thus, chloride ingress through the cement matrix to initiate corrosion. Through an extensive literature review of climatic forecasts, and both laboratory and infield trials, this paper will numerically demonstrate the relationship between salinity concentration and surface chloride levels at varying temperatures. The results illustrate a strong positive relationship between the two parameters suggesting faster corrosion initiation, and more frequent operational downtime for stakeholders into the future. To fill this gap in knowledge, the surface chloride equations presented should be considered when design, maintenance, and retrofitting options are being considered for stakeholders within the affected locations.",2013
A comparison of phase-shift and one-port coaxial cell permittivity measurements for GPR applications,permittivity characterisation; ground penetrating radar; phase-shift; coaxial cell; dielectric characterisation,GROUND-PENETRATING RADAR; DIELECTRIC-PROPERTIES; TRANSMISSION-LINES; ASPHALT PAVEMENT; CONCRETE; CALIBRATION; DESIGN,"The coarse and loose nature of unbound granular road materials presents a number of challenges for conventional permittivity characterisation approaches. An alternative that appears better suited to these materials involves measuring the phase-shift at discrete frequencies through a sample of known thickness. To validate this approach against more established methods, a comparison is required on materials that can be easily measured using either method. To this end phase-shift measurements were undertaken on a range of solid dielectric slabs including various types of stone, plastic and an artificial material. Permittivity predictions from this method were then compared to results from a one-port coaxial cell. As an additional comparison, and to better understand the results, the phase-shift test setup was also modelled using GPRMax software. To improve the predictions, reverberations within the test apparatus were minimized by isolating the direct wave using time-domain Blackman windowing. However, the narrow window necessary for this particular test setup also degraded the ability to detect frequency-dependent permittivity changes. Overall the phase-shift approach produced real relative permittivity predictions similar to that from the one-port coaxial cell. Despite limitations in the current approach, the results validate the phase-shift approach as a simple and rapid method of characterizing the permittivity of larger dielectric material samples of constant thickness.",2013
AutoQUEST - Automated Quality Engineering of Event-driven Software,test automation; event-driven software; usage-based testing; usability analysis; GUI testing,MODELS,"In this paper, we present AutoQUEST, a testing platform for Event-Driven Software (EDS) that decouples the implementation of testing techniques from the concrete platform they should be applied to. AutoQUEST provides the means to define testing techniques against an abstract Application Programming Interface (API) and provides plug-ins to port the testing techniques to distinct platforms. The requirements on plug-in implementations for AutoQUEST are kept low to keep the porting effort low. We implemented several testing techniques on top of AutoQUEST and provide five plug-ins for concrete software platforms, which demonstrates the capabililities of our approach.",2013
Optimization of High Concrete Retaining Wall Structure,pier high concrete retaining wall; structure form selection; optimization design; great height of water,,"The height of vertical pier retaining wall is relatively larger in regions with great height of water. As the retaining wall becomes higher, the cross-sectional area of ordinary gravity pier structure becomes larger and foundation strength needs to be larger, thus there are some restrictions for traditional structure form. This research focuses on new structure forms of high concrete retaining wall and its optimization design for piers in regions with great height of water. This study establishes a nonlinear constrained mathematical model of pier high retaining wall structures. The objective function is cross-sectional area of the pier retaining wall which is restricted by the stability, bearing capacity of foundation and strength of cross-section of retaining wall. This model is solved by fmincon function from Matlab and the results present an economically reasonable cross-section form. This new selection is greatly significant to improve the stability of high concrete retaining wall and reduce the project cost. The new structure is successfully used in a port of Huaihe River and it can be a solution to pier structure selection problem in regions with great height of water in the future.",2013
Complex 3D calculation models for shaft-bored tunnel connection applied to the Liefkenshoek railways tunnels project,,,"Located in Antwerp (Belgium), the Liefkenshoek project creates a direct connection from the port to the railway system for goods transport. 6kms of twin bored tunnels were excavated by using two Herrenknecht slurry pressure TBMs. Final lining is composed of 40cm precast reinforced concrete segments for an internal diameter of 7.30m. Eight rectangular evacuation shafts are linked to bored tunnels by galleries of very limited length, 50cm or 80cm depending on the shaft walls thickness. As classical reinforced concrete lining is not adapted to these so short dimensions, it was decided to include a steel portal in the concrete lining to support the segmental lining of tunnels at final stage. Considering the structure complexity, 3D Midas GTS models were used to check the feasibility of this concept and then to finalize the design.",2013
Probabilistic Modelling of the Deterioration of Reinforced Concrete Port Infrastructure,Concrete structures; corrosion; chloride induced corrosion,COVER-CRACKING; RC STRUCTURES; CORROSION; CHLORIDE; TIME,"Port infrastructure is vulnerable to the corrosive marine environment leading to deterioration, loss of functionality, delays in shipping, major maintenance, remediation and, in the worst cases, loss of structural integrity and consequent replacement of the asset. Despite this, asset managers are unable to adequately plan for the prevention and minimisation of maintenance due to a lack of reliable predictive tools, that simulate the deterioration and a lack of a lifecycle model incorporating protection/maintenance options. This paper reports on a project to develop such a tool to facilitate the probabilistic modelling of the deterioration of reinforced concrete elements from construction through onset of corrosion to subsequent cracking and spalling. The Australian government funded project is in collaboration with several port authorities. The study has narrowed the key factors that have the most impact on the estimation of corrosion initiation and damage propagation allowing better definition of what data should be collected, how much and levels of accuracy required to ensure that predictive outputs obtained are as 'robust' as possible.",2013
A Case Study on Corrosion in Concrete Floating Docks in Qeshm Port,floating concrete structures; steel corrosion in concrete; reinforced concrete in marine enviromnents; fiber-reinforced concrete,,"Persian Golf is known as one of the world's most aggressive environments in the field of corrosion in reinforced concrete. Presence of chloride in see water and especial weather condition including the high temperature and air humidity close to 100%, could lead to occurrence of severe corrosion in concrete structures and reduce their useful life and durability. Floating concrete docks well have their place in the Persian Gulf coasts. ShahidZakeri's port is one of these areas. This paper reviews the causes of the damage and corrosion in reinforced concrete structures and provides solutions to prevent occurring such defects in future products. (c) 2013 The Authors. Published by Elsevier Ltd.",2013
Analysis of fatigue and cumulative damage characteristics for concrete in freezing-thawing environment,concrete; fatigue; cumulative damage; freezing-thawing environment,,"Through analyzing the characteristic of concrete freezing-thawing cumulative damage, concrete freezing-thawing damage can be with fatigue problems with similar methods to analysis. Coagulation Earth material property discrete and cause damage in a given amount of state natural freeze-thaw cycle times is a random variable, analysis found that it is better to obey three- parameter Weibull distribution. Based on three parameters Weibull distribution model, the test data in had established, on the basis of freezing-thawing environment concrete damage and freeze-thaw cycles of the probability of the relation curve, and regression to obtain different guarantee rate of freezing-thawing damage cumulative model for freezing-thawing environment,which could be provides reference for concrete service life prediction and health diagnosis. At present, reinforced concrete is the most prevalent construction material used in building structure Freezing-thawing cycle can be caused destruction of concrete are generally exhibit surface of osteoporosis, spalling, aggregate exposure, and even exposed steel bar etc. The concrete buildings in the cold area, especially those in the alternating wet and dry environment structure, such as dams, bridge, culvert, port engineering, often due to alternation of freezing-thawing cycles occur durability damage, can not meet the design service life. The concrete building in the environment of alternating positive and negative temperaturea, and internal containing more water, will occur freezing-thawing damage, so the freezng- thawing damage is the most representative indicator of concrete durability([1]). In this paper, based on the existing experiment data and three parameters of the Weibull distribution model, established the curves of concrete in freezing-thawing circumstance are defined to describe probabilistic relationships between damage and freezing-thawing cycle number. It can quantitative analysis the concrete damage and the freezing-thawing cycle number in freezing-thawing environment, study of concrete fatigue and damage accumulation rule in freezing-thawing environment, for concrete health diagnosis and life prediction offer reference and basis.",2013
Passive climatization using a cool roof and natural ventilation for internally displaced persons in hot climates: Case study for Haiti,Low cost housing; Cool roof; Thermal comfort; Development cooperation; International energy policy,THERMAL COMFORT; ENERGY SAVINGS; PERFORMANCE; BUILDINGS; REFLECTANCE; COATINGS; BENEFITS,"The 2010 Earthquake in Haiti caused catastrophic damage to the metropolitan area of Port au Prince. The earthquake destroyed approximately 105,000 homes, causing more than 2.3 million people to live as Internally Displaced Persons (IDPs). Today, more than 1.3 million people still live in tents. Low cost buildings can provide a housing solution for these people. This paper proposes a low cost building solution intended for hot climates, using concrete as the only material. Due to the lack of facilities at these locations, no conventional energy or cooling systems can be installed; thus, only passive cooling technologies can be used to increase thermal comfort. A low cost cool roof and combined natural ventilation is proposed, and simulations show an improvement of 16% in the thermal conditions inside the building. The simulation is performed using the software package EnergyPlus and shows that cool roofs can be a good solution for improving living conditions in low cost houses for IDPs. (c) 2012 Elsevier Ltd. All rights reserved.",2013
"Anti-Colonialism and Social Science: Georges Balandier, Madeira Keita, and ""the Colonial Situation"" in French Africa",,,"Two young men met on a quay at the port in Conakry, Guinea in 1946. One, waiting dockside, was Mamadou Madeira Keita, a low-level civil servant and archivist. Years later, when he was a political prisoner in the Malian Sahara, some would argue that he was ""the first francophone African ethnographer."" The other, descending the gangplank, was the Frenchman Keita had come to meet. Georges Balandier was unknown then, but would soon become a leading figure in the fields of sociology and anthropology. The encounter between Keita and Balandier was foundational for both men. Conakry incubated a canonical intervention-Balandier's 1951 article ""La Situation Coloniale""-that some attribute an ancestral role in a particular francophone tradition of post-colonial thought. Conakry, and Guinea at large, was also the crucible in which a powerful anti-colonial politics were forged by Madeira Keita and his allies. In this particular corner of West Africa, anti-colonial politics and an emergent, politically engaged social science conditioned each other, like the two strands of a double helix, each a necessary yet ultimately contingent element of the other's structure. Though these links did not last long, they had important effects. This article, by emphasizing the contingencies of the two men's intertwined biographies, seeks to carry out Balandier's dictate to emphasize the ""concrete"" nature of this particular situation in order to understand how and why anti-colonial politics and an innovative sociology converged and ultimately diverged.",2013
Design and optimization of maintenance strategies for a long life-span port project,Port structures; Maintenance planning; Chloride penetration; Monte-Carlo simulation; Cost analysis,MONTE-CARLO-SIMULATION; CYCLE COST; CONCRETE; ENVIRONMENT; SAFETY,"This paper deals with design and optimization of the maintenance works of reinforced concrete (RC) elements in a long life-span marine port in Shanghai, China. The deterioration model is established for the RC elements with prescribed durability limit state, and the failure probability evolution is calculated through Monte-Carlo simulations. Three maintenance levels are prescribed by failure probabilities at intervention. The preventive, necessary and mandatory maintenances correspond respectively to probability levels of 2, 5 and 20 %. Hereafter the cost model is built for the maintenance works of the port structure. With these available models, three schemes of maintenance planning are investigated: unsynchronized, synchronized and coating-synchronized schemes. For each scheme, all the three maintenance levels are considered. The cost analysis shows that the coating-synchronized scheme achieves the optimal cost by using surface coating to delay the deterioration rate of beam elements, and the necessary maintenance (Level 2) has always the lowest cost for all maintenance schemes. The coating-synchronized scheme with Level 2 maintenance is thus retained for the maintenance planning for RC elements in the marine port.",2013
Community Service Driven Student Senior Project and back to Community for Implementation,,,"After the devastating earthquake of January 2010 destroyed most of Port-au-Prince, Haiti, and killed hundreds of thousands of people, many international non-governmental organizations (NGOs) descended on the Caribbean island nation to help not only in search and rescue but also in the reconstruction. The author took with him three architectural engineering (ARCE) undergraduate students from California Polytechnic State University (Cal Poly) to Haiti to help in the reconstruction efforts for one week. The students were so much motivated to volunteer their services to the community that three summer internships were organized for the students through one of the many NGOs in Haiti. The students spent most of the summer out in the community and were able to focus on what the community was lacking in order to move forward with safe repairs of damaged buildings and construction of new safe and sustainable earthquake resistant buildings. By the end of the summer internships, two of the students had each identified a problem that needed to be addressed which in turn became their respective senior projects. This paper reports on the two senior projects that were driven by the community service. The scope of the first project was to manufacture and test applicability of a device that may be used to accurately determine the compressive strength of concrete masonry block in the field. The device had to be easy to transport, easy to use for unskilled operators and was able to give test results on the spot that were easy to interpret. The second project's scope was to design and test a training device for building professionals to demonstrate the behavior of confined masonry buildings under a cyclic (earthquake) loading. Simulation of earthquake loading by shaking the table and removal of some building elements made it easier to communicate the design concepts during the trainings. Upon graduation, the two students were offered employment by two different NGOs in Haiti where they are currently implementing the results of their senior projects back in the community.",2013
An Advanced Approach for Port Detection Based on Scanning Radar,port detection; LFMCW radar; time-frequency distribution,,"In this paper, we present an advanced approach for port detection based on scanning radar. Linear Frequency Modulation Continuous Wave (LFMCW) radar is chosen for port detection because of the characteristic of quasi-optical, the ability of almost all-weather employment and short-range high resolution. But angular resolution of LFMCW radar is limited by the antenna aperture size and wavelength. In order to obtain better angular resolution, scanning antenna and deconvolution is first adopted in LFMCW radar. The echo signal model of scanning antenna and principle of deconvolution are also analyzed in this paper. Furthermore, time-frequency distribution (TFD) is adopted in echo signal to obtain more movement information of ships. At the end of this paper, concrete steps of port detection are described by the use of deconvolution methods and time-frequency analysis. The simulation results are presented to demonstrate the performance of the advanced approach.",2013
CASE STUDY OF TSUNAMI BORE IMPACT ON RC WALL,,VERTICAL WALL; FORCES,"The Tohoku Tsunami of March 11, 2011 caused tremendous damage to many coastal buildings, bridges and port facilities. During field surveys following this event, the authors documented a number of structures that were damaged to a near-collapse condition as a result of hydrodynamic loading. Analysis of survivor videos provided information on the tsunami flow characteristics at these locations, allowing for an assessment of current hydrodynamic loading expressions under full-scale conditions. Based on laboratory experiments performed at Oregon State University, the lead author and colleagues developed a new hydrodynamic loading expression for a broken bore striking a vertical wall [1]. This expression was applied to a case study of a large vertical reinforced concrete (RC) wall damaged by an incoming bore strike during the Toholcu Tsunami. The damaged wall is on the seaward side of a high-bay building in the Minami Gamou Sewage Treatment plant near the Sendai coastline. A non-linear finite element model of the building was subjected to the hydrodynamic pressure distribution derived from the laboratory experiments. It is shown by structural analysis of the wall that using this loading expression generates the same yielding response in the wall as observed in the field, as reflected in the deflected shape measured by LiDAR. Similar analysis using current Japan Tsunami design provisions indicates that these provisions are considerably more conservative from a structural perspective than is necessary to resist hydrodynamic loading from a tsunami bore. This paper presents the application of hydrodynamic loading by the leading edge of a bore, determined based on laboratory experiments, to the non-linear analysis of a reinforced concrete building damaged during the Toholcu Tsunami.",2013
Influence of the Lithuanian Sea Industry on Natural Environment Biodiversity of Smelte Peninsula,Lithuanian sea industry; rare plant species; preservation of the genetic fund,,"Intensive industrialisation of the Smele peninsula, the pollution of the Northern part of the Curonians lagoon, increasing with each year. Recreation activities on the coastal meadows - it is the main harmful factors for the flora, especially for rare and vanishing populations of plants as Glaux maritima, Aster tripolium, Triglochin maritimum, Juncus gerardii, included into Red Data book of Lithuanian. The construction of the Ferry port (Klaipeda - Mukran) in the Nother part of the Smelte peninsula has been covered with concrete about ten hectares meadows and the terminal for huge sea ferries have been established as well. For these reasons, this rare plant species have vanished irrevocably from the territory of the Smelte peninsula. Latter decade, the industrialization of the Smelte peninsula has been renewed, the construction of the sea container terminal has been in progress. Concrete covering has covered a big part of the Smelte peninsula territory. Only a part of the Smelte peninsula has not yet been covered with concrete. So this remaining part of the territory currently is the only place where in Lithuania can detect such rare species as: Aster tripolium L., Glaux maritima L., Triglochin maritimum L., Juncun gerardii Laisel. Purposes of the study were determining the dynamics of plant species populations; determine rare plants species state and conditions of growth in the inventory habitat (from 1988 till 2012). For these research of the anthropogenic influence on the plants habitats and determination of abundance of rare plants population, was used itinerary investigation method. The Smelte peninsula biodiversity has been measured and investigated by using various routes and objectives of estimation. The floral has been estimated on the circular record plots with the diameter of 4 meters. Intensive industrialization of Smelte peninsula is evidently harmful for the flora which growing on this area, especially for the population of rare and vanishing plants species. In recent twenty five years (1988 - 2012) the number of individuals in the population of Glaux maritima, has dimished by 70 %, Aster tripolium - by 80%, Triglochin maritimum - by 95% and Juncus gerardii as well as 90%. Abundance of population and the territory of the habitats evidently decreased because the sea industry developed on the Smelte peninsula. Preservation of genetic fund of the Lithuanian flora should be strengthened based on scientific recommendations.",2013
Durability diagnosis of a concrete structure in a tidal zone by combining NDT methods: Laboratory tests and case study,GPR; Impact-echo; Capacitive technique; Porosity; Water content; Chloride content; Data fusion; Structural diagnosis,WATER-CONTENT; IMPACT-ECHO; NONDESTRUCTIVE EVALUATION; NEURAL-NETWORKS; FUZZY-SETS; RADAR; PERMITTIVITY; WAVE,"To successfully implement non-destructive techniques (NDTs) for surveying concrete structures in marine environments, non-destructive measurement results must be correlated with concrete durability indicators such as porosity and water and chloride contents. For this purpose, tests introducing two electromagnetic methods (GPR and the capacitive technique), as well as the impact-echo method, were run on six different concrete mixes containing various porosities, with five water content values and three chloride concentrations. A reinforced concrete beam, extracted from the wharf of the Nantes-Saint-Nazaire Port, exposed to ocean tides was also tested under actual conditions. The NDT laboratory results exhibit linear correlations with concrete indicators, which in turn allows building a three-dimensional empirical model. This 3D cross-correlation model, coupled with onsite NDT results, is then used to perform a durability diagnosis of the actual structure. Moreover, these results serve to illustrate the advantages of the 2D data fusion models developed during this project. (C) 2012 Elsevier Ltd. All rights reserved.",2012
Macroscopic effective moduli and tensile strength of saturated concrete,Saturated concrete; Pore-water; Concrete porosity; Effective modulus; Tensile strength,HARDENED CEMENT PASTE; NON-ACTIVE POROSITY; COMPRESSIVE STRENGTH; MECHANICAL-BEHAVIOR; DYNAMIC PROPERTIES; POROUS CONCRETE; WATER; ELASTICITY; MODEL; PREDICTION,"Many concrete structures such as dams, abutment piers of bridges, offshore platforms, costal and port structures, etc., are often submerged in water. The water within concrete pores or cracks has a great influence on the macroscopic mechanical properties of concrete, especially its global modulus of elasticity and strength. The present study investigates the quantitative influence of water content, i.e. concrete porosity, on the global mechanical properties of saturated concrete. By a three-phase spherical model and a hollow cylindrical rod model, the effect of porosity on the effective bulk and shear moduli of saturated concrete is studied in a quantitative manner. Based on the assumption that the pore-water has no shear capacity, the effective elastic modulus and Poisson's ratio of the saturated concrete are obtained using the theory of elasticity subsequently. Furthermore, according to the maximum tensile stress failure criterion, the quantitative relationships between the porosity and the global tensile strengths as well as their corresponding tensile peak strains of concrete in dry and saturated states are established. Finally, a comparison between the theoretical results and experimental data is made to verify the rationality and the accuracy of the present approach. The present results are comparable to the experimental observations of Yaman et al. [4,23], indicating that the present approach is applicable to predict the effective mechanical properties of concrete in both dry and saturated states. Moreover, it is found that compared with dry concrete, the water within saturated pores limits the surrounding concrete matrix deforming into pores, causing the enhancement of the global elastic modulus and Poisson's ratio of concrete. The effect of pore-water on concrete tensile strength is significant and should not be neglected in design. (C) 2012 Elsevier Ltd. All rights reserved.",2012
2012 Frank Newman Speller Award: Cathodic Protection of Offshore Structures-History and Current Status,calcareous coating; cathodic protection; corrosion; deep water; dual nodes; galvanic anodes; retrofit; seawater; slope parameter; unified design equation,SACRIFICIAL ANODE; CURRENT-DENSITY; CALCAREOUS DEPOSITS; PART 2; SEAWATER; DESIGN; STEEL; POLARIZATION; WATER; TEMPERATURE,"Categories of marine structures that use cathodic protection (CP) include port and harbor facilities, ships, coastal reinforced concrete bridges, pipelines, and those used for petroleum production. Primary focus of the present paper was on the last of these (offshore petroleum production structures) and CP theory and practice advances that have been made during the past several decades. Because of structure size, carbon or high-strength steel is the most common material of construction. The inception studies by Davy almost 200 years ago are reviewed briefly, followed by a review of subsequent CP evolvement and application. CP has been the primary corrosion control methodology for the submerged portion of offshore structures and pipelines for the past 60-plus years. Until the last several decades, however, improvements in marine CP design were incremental and based largely upon trial and error and empirical algorithms. These include the earlier single and subsequent triplicate design current density methods, which are reviewed. Also addressed are the recently developed first-principles-based slope parameter and unified design equation concepts, which require but a single design current density. Importance of the specified design current density, as affected by environmental conditions and calcareous deposits, is emphasized. Special topics, including deep water applications and design of retrofit systems, are discussed.",2012
"Early detection of potentially invasive invertebrate species in Mytilus galloprovincialis Lamarck, 1819 dominated communities in harbours",Constanta harbour; Black Sea; Invertebrates; Alien species; Recolonization; Monitoring,RAPID ASSESSMENT SURVEY; BLACK-SEA; POPULATION-SIZE; RICHNESS; INVASIBILITY; HABITATS; BIODIVERSITY; DIVERSITY; MARINAS; MODEL,"ConstanA a pound harbour is a major port on the western coast of the semi-enclosed Black Sea. Its brackish waters and low species richness make it vulnerable to invasions. The intensive maritime traffic through ConstanA a pound harbour facilitates the arrival of alien species. We investigated the species composition of the mussel beds on vertical artificial concrete substrate inside the harbour. We selected this habitat for study because it is frequently affected by fluctuating levels of temperature, salinity and dissolved oxygen, and by accidental pollution episodes. The shallow communities inhabiting it are thus unstable and often restructured, prone to accept alien species. Monthly samples were collected from three locations from the upper layer of hard artificial substrata (maximum depth 2 m) during two consecutive years. Ten alien macro-invertebrate species were inventoried, representing 13.5% of the total number of species. Two of these alien species were sampled starting the end of summer 2010, following a period of high temperatures that triggered hypoxia, causing mass mortalities of benthic organisms. Based on the species accumulation curve, we estimated that we have detected all benthic alien species on artificial substrate from ConstanA a pound harbour, but additional effort is required to detect all the native species. Our results suggest that monitoring of benthic communities at small depths in harbours is a simple and useful tool in early detection of potentially invasive alien species. The selected habitat is easily accessible, the method is low-cost, and the samples represent reliable indicators of alien species establishment.",2012
SHELTER NETWORK HEALTH AND JOINT MARITIME COASTAL LAND OF EIGHT SPANISH MID,planning; nineteenth century; Spain; liberal state; networks; quarantine; ports; railways; customs; navy; port system,,"It will determine whether from the liberal state power was a concrete idea of how you had to articulate and unite the coastal territory of the country through the analysis and comparison of the different networks and overlapping territorial divisions in the Spanish port system of mid-century XIX and taking the network as a prime example of maritime health protection, the conclusion reached in the text is that indeed there was a pretty good idea of how they had to integrate different networks to articulate the territory though, when went to the field of concrete actions, these achievements are in the realm of ideas were very limited.",2012
"Geotechnical aspects of the 2010 Darfield and 2011 Christchurch earthquakes, New Zealand, and geotechnical damage to structures and lifelines",Liquefaction; Lateral spreading; Darfield earthquake; Port Hill; Christchurch earthquake; Geotechnical damage; Slope instability,ACCELERATION; LIQUEFACTION; VELOCITY; TURKEY,"The Darfield earthquake (M-w 7.1; M-L 7.2) occurred along a previously unknown strike-slip fault in Canterbury Province, New Zealand on 4 September 2010. The second (Christchurch) earthquake (M-w = 6.2) on 22 February 2011, caused by a thrust fault, affected the same region. Both earthquakes caused extensive liquefaction, associated ground deformation and severe damage to residential houses and utilities while instability occurred on the Port Hills. In this study, observations by the authors at different parts of the earthquake-affected region after both earthquakes are described, analyzed and discussed. The grain-size distribution of the liquefied soils shows a good agreement with empirical bounds of liquefiable soils. In addition, comparisons of the observations with the empirical relations linking the earthquake magnitude and liquefaction limit distance, show good agreement. The factors of safety against liquefaction are very low when computed by three different techniques using the data from available geotechnical boreholes. Good correlations are obtained between the displacements due to lateral spreading and those estimated from the aerial photogrammetry method, and between the observations with empirical magnitude and epicentral limit distance relations for coherent and disrupted slopes. Estimations using an empirical relation proposed by the authors are compared with lateral spreading and it is concluded that the thickness of liquefiable layers ranges between 4 and 8 m. As the houses and suburban buildings were light, the effect of liquefaction and lateral spreading caused severe damage but not collapse. However, heavy concrete structures settled and tilted and empty buried tanks floated. It is of note that these two earthquakes and major aftershocks greater than magnitude 5 showed that the same areas could liquefy multiple times if the conditions for liquefaction are satisfied.",2012
Assessment of Long-Term Performance of a 50-Year-Old Jetty in the South of Iran,Chloride; Concrete durability; Corrosion; Jetty; Long-term performance; Structure assessment,CONCRETE STRUCTURES; MARINE-ENVIRONMENT; CORROSION DAMAGE; CARBONATION; FRP,"A detailed investigation was carried out on a 50-year-old reinforced concrete jetty in a commercial port of Iran to assess the long-term performance as well as the structural condition. Destructive and nondestructive tests such as carbonation depth, electrical resistivity, chloride diffusion, X-ray diffraction, compressive strength, and water absorption were performed. The results revealed that the good quality of the concrete has protected reinforcement from corrosion. However, structural analysis showed minor weakness in some elements of the jetty; thus, consulting engineers finally decided to strengthen some elements with fiber-reinforced polymers. DOI: 10.1061/(ASCE)CF.1943-5509.0000275. (C) 2012 American Society of Civil Engineers.",2012
Are native Saccostrea glomerata and invasive Crassostrea gigas oysters' habitat equivalents for epibenthic communities in south-eastern Australia?,Aquaculture; Ecosystem engineers; Habitat complexity; Pacific oyster; Sydney rock oyster,ESTUARINE FOULING ASSEMBLAGE; ECOSYSTEM ENGINEERS; QX DISEASE; INTERTIDAL ASSEMBLAGES; HAWKESBURY RIVER; PORT STEPHENS; ROCKY SHORES; COMPLEXITY; SYDNEY; REEFS,"Introduced species that-alter the physical structure of marine habitats can have large impacts on biodiversity. We assessed whether in south-eastern Australia the invasive Pacific oyster, Crassostrea gigas, differs from the native Sydney rock oyster, Saccostrea glomerata, in the biogenic habitat that it provides to epibiotic communities. We also assessed how within a species (S. glomerata), genotype influences habitat provision. First, we conducted a field experiment in which we compared recruitment of epibiota to concrete plates with either C. gigas, wild-stock S. glomerata, selectively bred S. glomerata or glue (control). Second, we assessed whether within wild S. glomerata populations invaded by C. gigas, communities of epibenthos are correlated to the ratio of non-native to native oysters. On experimental plates C. gigas grew larger, and experienced higher mortality than both selectively-bred and wild-stock S. glomerata at each of two heights on the shore. The two genotypes of S. glomerata, by contrast, displayed similar rates of growth and mortality. The differing growth patterns among oyster types had not, however, translated to consistent differences in the composition of associated benthic communities by 12 months following establishment of experimental treatments. Within established wild oyster assemblages, C. gigas were typically much larger than on our experimental plates, and the non-native influenced the abundance of several epibiotic taxa, although not the identity of species present Where impacts of C. gigas on the abundance of associated benthic species occurred, they were generally negative. Overall, our results indicate that while differences in the population size-structure of C. gigas and S. glomerata may be evident from small-scale experiments, the detection of flow-on effects to associated epibenthic communities may require approaches that incorporate much larger spatio-temporal scales. Nevertheless, the observation that wild C. gigas primarily influenced the abundance rather than the identity of associated epifauna suggests a certain degree of redundancy between the two species in their provision of habitat to epibiota. (C) 2012 Elsevier B.V. All rights reserved.",2012
