TI,DE,ID,AB,PY
Incorporation of titanium dioxide nanoparticles in mortars - Influence of microstructure in the hardened state properties and photocatalytic activity,Mortar; Microstructure; Mechanical Properties; Cement,INDOOR AIR-QUALITY; HETEROGENEOUS PHOTOCATALYSIS; BUILDING-MATERIALS; CONCRETE PAVEMENT; TIO2; OXIDATION; DEGRADATION; PRODUCTS; WATER; PHOTOACTIVITY,"The environmental pollution in urban areas is one of the causes for poor indoor air quality in buildings, particularly in suburban areas. The development of photocatalytic construction materials can contribute to clean the air and improve sustainability levels. Previous studies have focused mainly in cement and concrete materials, disregarding the potential application in historic buildings. In this work, a photocatalytic additive (titanium dioxide) was added to mortars prepared with aerial lime, cement and gypsum binders. The main goal was to study the way that microstructural changes affect the photocatalytic efficiency. The photocatalytic activity was determined using a reactor developed to assess the degradation rate with a common urban pollutant, NOR. The laboratory results show that all the compositions tested exhibited high photocatalytic efficiency. It was demonstrated that photocatalytic mortars can be applied in new and old buildings, because the nanoadditives do not compromise the mortar hardened state properties. (C) 2012 Elsevier Ltd. All rights reserved.",2013
Introducing Sustainable Design Principles in Freshman Civil Engineering Design,,,"As issues dealing with sustainability are becoming more commonplace in industry, it is important for undergraduate students to become aware of how sustainability principles relate to their intended engineering major. By introducing sustainable design principles early in their academic career, students can apply these principles throughout the remainder of their higher-level courses. In a freshman introduction to design course, a more structured strategy to teaching sustainable design was implemented to incorporate sustainability principles early in the civil engineering curriculum. The purpose at this stage in student learning was to increase students' awareness of sustainable design through the introduction to sustainability concepts, such as the triple bottom line, life-cycle assessment, and carbon footprint, through discussion of concrete as a construction material and case studies of building construction. Pre- and post-surveys were conducted at the beginning and end of the quarter, respectively, to assess student learning. Results confirmed an increase in student awareness and understanding of sustainable design concepts that were incorporated on a weekly basis throughout the course and how they can be related to civil engineering projects.",2013
Electromagnetic Attenuation through Various Types of Buildings,Attenuation; buildings; propagation; rebars; concrete,,"The construction of exterior walls in a building or facility is usually determined by the structural and architectural needs. Many different building materials may be used, and their electrical characteristics might be unknown making it difficult to predict the reflection coefficient, the transmission coefficient and the complex propagation constant. This paper reviews the wave propagation and attenuation through exterior walls of common United States residential and commercial buildings. Some of the past analyses and measured data from previously tested construction materials are included. A simple model using a layered approach is also presented.",2013
Evaluation and mix design for ternary blended high strength concrete,high strength concrete; mix design; cement replacement; metakaolin; redmud,SILICA FUME; METAKAOLIN,"Concrete has been the most widely used construction material for several years. Though conventional concrete (CC) performs very well under normal conditions, in special situations a very high compressive strength of concrete together with sustainability to aggressive environments is necessary. Hence, higher compressive strength of range more than 60 MPa is essential. So far, concrete mixes were designed only for strength and workability requirements. For the performance of long satisfactory life, the designed mixes should be checked and proved for their durability properties such as low permeability, high corrosion resistance, freezing and thawing resistance, fire resistance etc. This necessitates a detailed study on High strength concrete (HSC). This paper formulates a simplified mix design procedure for HSC by combining BIS and ACI code methods of mix design along with available literatures on HSC. Based on the above procedure M60 mix of ternary blended high strength concrete with different percentage replacement of cement by metakaolin (MK) and redmud (RM) is arrived at. These HSC mixes are tested experimentally for compression, split tension, flexure and workability. The performance of the designed mixes is very good and the results are reported in this paper. (C) 2013 The Authors. Published by Elsevier Ltd.",2013
PHYSICAL-CHEMICAL CHARACTERISTICS OF SOME INDUSTRIAL WASTES ARGUMENTS FOR THEIR USE IN THE FIELD OF BUILDING MATERIALS MANUFACTURING,coal ash; drilling sludge; metallurgical slag; recycling; building materials,COAL FLY-ASH; MINERAL COAL; CRYSTALLIZATION; GLASSES; CERAMICS,"This paper presents preliminary data on investigation and industrial application in building materials manufacturing of the use of major industrial waste as substitutes by up to 50% of natural classics raw materials which are obtained usually by destructive action on superficial soil layers: clay, sand, natural stone. The targeted wastes are: power plant ash (bottom ash), oil drilling sludge and slag from iron metallurgy (steel making in electric furnace). It have been investigated the physical-chemical characteristics relevant to their functionalization ability, the results confirming the compatibility with specific functional parameters of reference conventional technologies. The paper presents the results of general characteristics (chemical composition, density, grain size distribution) and high temperature microscopy, in which were determined: the sintering, melting and flowability temperature range, important characteristics for evaluating the maximum burning temperature of the obtained waste products (e.g., bricks and burned pellets). The results highlight that the ash of thermal power plant is similar to natural clay-limestone quartz sands extracted, and commonly used in many geographical areas of Romania for preparation of concrete with hydraulic hardening. Specific feature is the lower bulk density of approx. 25-30% compared to sand (easy aggregate according to EN 1097-3), where the ability to obtain lightweight concrete according to the EN 206-1 classification standard. In terms of chemical composition of ash from thermal power plant of Ceplea Valley it belongs to polynary oxide system SiO2 - Al2O3 - Fe2O3 - CaO, being in this respect quite similar to feldspathic limestone partially calcined clays (sub-burned firebrick): SiO2 (40-50%), Al2O3(16-21%), Fe2O3 (8-9%), CaO (9-14%), Na2O+K2O (1,5-3%), P.C. (5-12%). Oil drilling sludge resulting from drilling rock wells into Dacian and Pontian layers (800 - 1400 m depth) characteristic for Romanian Plain soil, are mainly composed of marls and clay marls, having thus compositional similarity and physical characteristics to sandy clays of surface exploitation that are used current for the production of construction materials. Although they are characterized by a low content of pure clay, drilling sludges can provide the necessary Pfefferkorn plasticity for a proper workability by pressing or ramming. Electric furnace slags have all the characteristics of a dense granular aggregate. Although they are different in terms of chemical composition of natural dense aggregates (crushed stone), these slags, due to their high thermodynamic stability afforded by processes originating (cooling of melts at over 1500 degrees C), are totally inert to interaction with classical binders used in building materials purposes, where the idea for their use as filler in the concretes or ramming masses composition. For the electric furnace slag the oxide chemical composition variation is in a much broader limit than those found in ashes: SiO2 (12-20%), Al3O3 (3-7%), Fe2O3 (25-38%), MgO (3-6 %), CaO (32-42%), MnO (5-8 %), Cr2O3 (0,5-1,4 %), SO3 (0,5-1%). The work is part of a series of concerns of authors on the rational use of raw material resources and conservation of the natural environment and especially to those who, through intense exploitation can cause irreversible changes in the eco-system.",2013
COST REDUCTION FOR SYMMETRIC STRUCTURES COMPARED TO PLAN IRREGULAR ONES,seismic behavior; nonlinear analysis; single-story structures; structural cost,,"Modern construction materials and building strategies offer a large variety of architectural conceptions the chance to become reality. Often architects and engineers choose irregular structural systems (in plan and elevation) for their design. This paper focuses on single-story plan irregular structures. Plan irregularity may come from an uneven distribution of mass or stiffness in the structural plan view. For unidirectional seismic loading, plan irregular structures experience a complex movement composed of translation and rotation, leading to supplementary displacements of the structural elements. This paper investigates the reduction of deformations in the structural elements of symmetric structures compared to plan irregular ones, which leads to lower costs for the structural system. Therefor two single-story plan irregular structures (twist restricted as well as twist unrestricted) subjected to a natural input and three spectrum compatible records, considering the design spectra of the Romanian Seismic Design Code and of the Eurocode 8 were analyzed by dynamic nonlinear analysis. The variation of the structural stiffness (eigen periods of 0,3s; 0,7s; 1,6s) and layout (quadratic and rectangular), of the corner period of the seismic input (0,5s; 0,7s; 1,6s) and of the earthquake intensity (from elastic behavior until a PGA of 0,4g) were taken into account for eccentricity values of up to +/- 20% from the plan dimension perpendicular to the direction of the seismic input. A total of 17712 cases were analyzed. Structural displacements and rotations were checked and cost reductions for structural elements were estimated, considering reinforced concrete as building material. The aim of this paper is to highlight the advantages of using simple (symmetric) architectural shapes for structures.",2013
NUMERICAL SIMULATION OF PHASE CHANGE MATERIAL COMPOSITE WALLBOARD IN A MULTI-LAYERED BUILDING ENVELOPE,,ENERGY-STORAGE; WALLS,"Residential buildings account for a large portion of total energy consumption in the United States. Residential energy usage can be dramatically reduced by improving the efficiency of building envelope systems. One such method is to incorporate thermally massive construction materials into the building envelope. This benefits building operation by reducing the energy requirement for maintaining thermal comfort, downsizing the AC/heating equipment, and shifting the peak load from the electrical grid. When impregnated or encapsulated into wallboard or concrete systems, phase change materials (PCMs) can greatly enhance their thermal energy storage capacity and effective thermal mass. In this work we numerically study the potential of PCM on energy saving for residential homes. For that purpose we solve the onedimensional, transient heat equation through the multi-layered building envelope, using the Crank-Nicolson discretization scheme. The latent heat storage of the PCM was accounted for with a phase fraction in a latent heat source term. Using this code we examine a PCM composite wallboard incorporated into the walls and roof of a typical residential building across various climate zones. The PCM performance was studied under all seasonal conditions using the latest typical meteorological year (TMY3) data for exterior boundary conditions. Comparisons were made between different PCM wallboard locations. Our work shows that there is an optimized location for PCM placement within building envelope surfaces dependent upon the resistance values between the PCM layer and the exterior boundary conditions. We further identified the energy savings potential by comparing the performance of the PCM wallboard against the performance of a building envelope without PCM. Our study shows that PCM composite wallboard can reduce the energy consumption in summer and winter and can shift the peak electricity load in the summer.",2013
LEACHING OF CALCIUM AND SILICON FROM CEMENT COMPOSITES IN SULPHATE ENVIRONMENT,corrosion; leaching; calcium; silicon,PASTES,"Concrete is a widely used construction material that is normally very durable, but in some aggressive environments it deteriorates and breaks down. The resistance of concrete depends on the type and pH of the aggressive environment as well as the chemical composition of the cement composite. One of the most aggressive environments is represented by sulphate aggressive media which exposition leads to sulphuric acid corrosion. Deterioration of concrete structures exposed to the aggressive solution is often characterized by the leaching of calcium and silicon compounds from the cement matrix. The paper presents the results of the leaching study of the main components of cement calcium and silicon from concrete samples of two mixtures (B and A) prepared considering the exposure classes for sulphate environment (XA1 and XA2). The concrete specimens were prepared from ordinary CEM I Portland cement in accordance to the standard manufacturing process. The concrete samples were exposed to the various liquid media: reference medium represented by fresh water, sulphuric acid with pH 3 and 4.2 and magnesium sulphate solution with the concentrations of 3g/L and 10 g/L, respectively. The experiments proceeded during 90 days under model laboratory conditions. The changes in the elemental concentrations of calcium and silicon in liquid leachates were measured by using X ray fluorescence method (XRF), pH changes were measured by pH meter. In addition, the changes in weight of the concrete samples were investigated. The highest concentrations of Si and Ca ions were measured in sulphuric acid solutions as assumed. The calculated Si/Ca ratios in leachates varied from 0.8 to 14.43 in dependence on the medium and concrete sample type. The higher resistance of A type samples prepared for moderately aggressive chemical environment (XA2) was not expressly confirmed by the experiment. The decrease in weight was observed for all investigated concrete samples after the experiments. The percentage of concrete samples weight losses varied from 0.81 to 1.82 %.",2013
INCORPORATING WASTE PAPER SLUDGE ASH AS PARTIAL CEMENT REPLACEMENT IN CONCRETE,low energy consumption construction materials; concrete; solid waste management,STRENGTH,"The disposal or potential recycling of paper mill sludge (a by-product of the de-inking and repulping of paper) constitutes a major economic and environmental problem for the paper and board industry. In the UK approximately 1 million tonnes of paper mill sludge are produced annually. Whilst the main alternatives to landfilling are the use of the sludge as a fuel and its land-spreading as agricultural fertiliser, further outlets for this waste (or by-product) material are needed. The presented research investigated the use of waste ash produced by the incineration of the paper mill sludge, as a partial Ordinary Portland cement (OPC) replacement for concrete production. OPC production is responsible for approximately 10 % of the global carbon dioxide emission caused by anthropogenic activity. Therefore the need to use alternative, less energy intensive cementitious materials for concrete is imminent. In the present study a series of tests were performed on concrete mixes in which OEM-I type cement was partially replaced by Paper Sludge Ash (PSA), in order to identify the best mixes that could also allow for the highest OPC replacements. Mixes were also made in which in addition to PSA other constituent binders such as Ground Granulated Blast Furnace Slag (GGBS), or metakaolin were used to prevent potential deleterious reactions and the production of expansive products by consumption of CaO, leading to concrete unsoundness. The tests investigated a number of fresh and hardened concrete properties including workability, density, compressive and tensile strength as well as the soundness of the resulting cement. The results showed that the ash can partially replace OPC and that when used at modest OPC replacement levels it can actually improve the concrete strength compared to regular OEM-I concrete. It can therefore be concluded that the ash can be used to partially replace OPC with overall environmental advantages (discussed in the paper) and at the same time have a beneficial effect on properties of the resulting concrete.",2013
Research of Different Concrete Shrinkage Reducing Strategies Effectiveness,concrete; shrinkage; admixture; fibre; curing,POLYPROPYLENE FIBER; CRACKING; AGE,"Concrete and reinforced concrete is one of the most widely used construction material in hydraulic, civil, and transport engineering structures. These structures must have special durability, safety and longevity to avoid various accidents and failures, which have a negative effect to environment. One of the problem causing concrete and reinforced concrete deterioration is shrinkage, which cause internal structural defects and cracking. There are several strategies how to reduce shrinkage in concrete during hardening and to get crack-free concrete. The first strategy is to use special additives and admixtures (expansive, shrinkage reducing, fibres) and the second strategy is to use special concrete curing. Reviewing the scientific works it was not determined which strategy and which materials appling in different strategies is most effective. Therefore, it is important to compare different strategies and materials appling in different strategies for concrete shrinkage reduction. During the research four different materials were used to reduce the shrinkage of concrete (first strategy): expansive admixture (E), shrinkage reducing admixture (SRA),, polypropylene fibres (PPF), monofilament macro synthetic fibres (MMF) and one concrete curing material (P) (second strategy). All research tests were performed according to standard methods. In research were estimated that the best results on shrinkage deformations show shrinkage reducing admixture (SRA), concrete curing material (P) and expansive admixture (E).",2013
Reduction of Environmental Impact Using Timber Bridges on Forest Roads,timber; bridges; assessment; efficiency; GHG emissions,LIFE-CYCLE ASSESSMENT; INDEX,"Timber represents a common used material in all the activities. There are references which attest its utilization as a construction material since the early known human history. Recent development solutions reintroduce the wood in construction by developing composite materials. The same fact applies to bridges and culverts, but the raw timber is still used, and, in some adequate conditions, the realized constructions present a long life expectancy. In Romania, forest roads are, in their majority, endowed with concrete bridges and culverts. Also, due to the well represented hydrography, their construction and maintaining represents a major cost component in the overall cost of the road. Most of them are no longer technically effective and represent a danger in the transportation activity, especially since the utilized means are realized for increased transport capacities. By comparison with traditional technical solutions (concrete bridges and culverts), timber may present a reduced life expectancy as a construction material. However, its availability at the construction site may compensate in the cost analysis. Also, there cannot be neglected the eco-efficiency of the construction when the timber is used as base material, especially in the context in which traditional concrete solutions are realized involving increased Green House Gases (GHG) emissions. In this context, in the paper are analyzed the existent and some proposed timber solutions for bridges and culverts - forest roads, with regard to the overall involved components with special focus on the costs and GHG emissions (CO2).",2013
"Employing Used Railway Ties for Retaining Walls Construction on Forest Roads - A Three Level Approach: Ecology, Economy and Technical Prescriptions",railway ties; retaining walls; recycling; economy; carbon emissions,,"Efficient utilization of the timber products from Romanian forests can be realized only through the existence of a well-developed forest roads network which to provide the optimum transportation cost parameters. In the actual conditions, with a forest roads density of only 6.5 m/hectare there appears to be necessary the construction of new forest roads, as well as the rehabilitation of the damaged existent ones. Due the fact that the forest resources from Romania are, in their majority, distributed in the increased slope mountainous conditions, the retaining walls are a well-represented constructions on the forest roads, involving in their realization a large amount of materials and logistics. Currently, the majority of the retaining walls are constructively realized from cast-in-place concrete or combined rock-concrete mixture. The concrete utilization involves high costs as well as increased Green House Gases (GHG) emission. By comparison, some more ecological and economical solutions may be used in the retaining walls construction, like the utilization of out-of-use railway ties, saving this way money, materials, and space. On the other hand, an important economy may be attained in the carbon cycle. Paper presents aspects such as the possibility of use of out-of-use railways ties as construction material for the retaining walls, available resources, and cement quantities reduction in forest roads construction. Necessary quantities of material, involved costs and GHG emissions for different constructive solutions are treated as well minimum.",2013
The great counterintuitive: Re-evaluating historic and contemporary building construction for earthquake collapse prevention,,,"This paper discusses a way of classifying the differences in construction typology of buildings from around the world and of all ages. This classification is intended to focus on building performance in earthquakes, with pre-modern as well as contemporary code conforming construction materials and systems. Instead of using the classic subdivisions found in most building codes which are organized around construction materials and structural systems, the author explores an organization of structural systems along a continuum from 'solid walls"" to 'frames,' with 'mixed-wall dominant' and 'mixed-frame dominant' in the middle. The discussion of this provides a platform for exploring different approaches towards the analysis of buildings that is more responsive to the inherent resilience of certain forms of archaic construction. This can also lead to the recognition of retrofit alternatives that utilize certain traditional masonry construction practices in more effective combination with steel and reinforced concrete than often has been seen in recent years, where such combinations have contributed to collapses.",2013
Confrontation between building and ground: notions of force and gravity in the work of Joao Vilanova Artigas,,,"Joao Vilanova Artigas (1915-1985) was one of the major thinkers of Brazilian architecture. Engineer and architect, he witnessed the intense industrialization process that took place in the city of Sao Paulo in the twentieth century. Focused on the rapid changing urban landscape and on the possibilities offered by new construction materials - especially reinforced concrete - his designs were mostly built of large and prismatic roofs supported by strongly oblique and sometimes slender structural elements. Although highly concerned with the physical properties of building materials and with the mechanics of structures, Vilanova Artigas also aimed at addressing the social context in which he lived. He believed that architecture could express the societal dramas of his time - especially the notion of struggle, which he intended to materialize through designs that dialectically opposed the force of gravity, thus revealing a confrontation between building and ground, artifact and nature.",2013
Arup calling: Engineering gets to Paris. Centre Pompidou (1971-77),,,"According to architecture critics, the enhancement of the role of the architects that were responsible for Centre Pompidou (Renzo Piano and Richard Rogers), from the competition to the inauguration, have not left much room for the issues regarding the role they actually played in the development of the design project and during the construction of the building. On the other hand, that may have been the competition recording the highest participation in the history of architecture, with 681 proposals, whose rhetorics, together with the following controversy on the effects of the ""maledifice"", have neither allowed historiography to reflect upon the winning designers' ""missions"" (actually these ""missions"" largely corresponded to cost control) and nor, even less, upon the close examination of the strategic role of engineering. In this context, engineering must be considered in terms of works and production costs organization and architecture management and as structural design: a designer's performance could be included in the ""structures and installations"" and ""coordination"" items. The construction of Centre Pompidou (1971-77) in Paris was the first great, entirely French, chance to test the efficiency of the Loi de la MaItrise d'Ouvrage Publique (1973), that somehow hosted the theoretical debate of the previous decade on the architect's cultural and social role. However, the structure and construction of the Centre Pompidou was the stage where the four most important market economies from 1950s to early 1970s could play a protagonist's role in terms of production possibilities: the UK, the U.S.A., Germany and Japan. Steel was chosen as the main construction material from the very beginning - with no exploratory survey. This paper, also concerning the above mentioned works, will especially focus on the documents by Ove Arup & Partners regarding the steel supply for the structure (and the offers by Mitsubishi Corporation, Nippon Steel, Krupp, Compagnie Francaise d'Entreprises Metalliques), the assembly of the structure and the analysis of possible fire protection systems, coming from the U.S.A. and Canada, to provide an alternative to the rock wool, concrete and chalk fibre coating; an accurate study on the degree of fire resistance of the structure and the facades - with DRAVEL double glazing - that was carried out by U.S. Steel Research Laboratory of Monroeville (Pennsylvania, USA) on behalf of architects Piano and Rogers and Ove Arup & Partners Research & Development Group. When was cast steel chosen? Who chose this material? If it can be used by applying a set of production techniques that were developed in the previous 15 years through the construction of offshore drilling platforms and nuclear industry, the will to employ this material for this specific architectural work also depended on the success of the covering of the Munich stadium by Gunter Benish and the Osaka Universal Exhibition (1970), with the Space Frame for the Festival Plaza with its cast sphere-shaped joints designed by Kenzo Tange with URTEC and the indian pavilion by Frei Otto. English Ted Happold (who, after a period spent in New York, started collaborating with Frei Otto and would become the chairman of the Construction Industry Council, among other things) with his experience in the design of lightweight tensile structures laid the foundations for a structure that was flexible enough even for the strictest fire protection norms that - in the meantime - would regard steel structures in France. This is a steel structure that was being defined as the designed project developed, thanks to the work by Peter Rice, director of the Ove Arup & Partners and who founded the Piano & Rice Associates since 1976; a system that consisted of superimposed steel frames with a 7 meters story height, where every frame is independent in terms of vertical loads; a system whose general stability was due to the combined stiffness of the columns, vertical wind bracing elements and horizontal slabs. A massive outdoor technical room was then joined to the structure, ""technical facade"" - 15 technicians have worked on it for 2 years. My contribution, starting from the documents kept at the Rpbw archive (Paris and Genoa) and at the Archives Nationales will try to tackle the design and, above all, the design and structure assembly coordination (a research topic that take into account and develop what has bee mentioned regarding 1973 law): Ove Arup with Peter Rice, chief design engineer, and with him Paul B. Ahm (Ove Arup senior partner), F.G. Clarck, E.L. Grut, structure engineers; Piano and Rogers with Shunji_Ishida and Bernard Plattner for the structures and installations on behalf of the entrusted designers. Happold (Structure 3, Ove Arup), fundamental in gathering the team that took part in the competition played a role that could not be easily confined since it was highly relevant. Gordon Cullen for the urban perspective was involved in the schematic design. Even the design had its own focal point: the structure. From the avant project to the project sommaire to the project definitive the work by architects Piano and Rogers defined every aspect of the Centre as the structure developed.",2013
THE IMPLEMENTATION OF THE PRINCIPLES OF SUSTAINABLE DEVELOPMENT IN THE RESIDENTIAL BUILDINGS OF BIG HOUSING ESTATES FROM THE SOCIALIST PERIOD,housing estates; multi-family buildings,,"Multi-family residential buildings, built in the socialist countries in the years 1960-1990 were not designed basing on the concept of sustainable development. Built under specific political and economic conditions, mainly in the concrete slab technology, using low-quality construction materials, full of technical defects resulting from the hasty construction process forced by the pressure of the authorities, they do not meet the expectations for the pattern of today's sustainable buildings. The only criterion for sustainability, which the large housing developments of the socialist period can be proud of is social sustainability, as the flats were settled and are today inhabited by social groups of different age, different level of education and with different incomes. Now, after the transition period, the buildings are subject to a number of works to adjust them to current legal requirements and new standards. Building owners and managers make an effort to raise their technical and functional quality, improve the external walls thermal insulation, replace worn out elements, reduce heating costs and power consumption, introduce new technologies to improve the environmental and economic parameters relating to the buildings. Surveys and studies were performed at the Faculty of Architecture of the Technical University of Silesia in the Polish-German interdisciplinary research project entitled: ""The past, present and future of Polish and German big housing estates. Comparative study of urban development models and their approval - examples of Katowice and Leipzig"". The group of sociologists and architects made a comparative study of the large housing estate in Leipzig-Grunau and three multi-family housing estates in Katowice. Using research tools: survey and in-depth interviews with residents, focus meetings with the settlements' designers, representatives of the local authorities and local actors that influence the investment process, as well as expert analysis of the buildings and surroundings, disadvantages, advantages and possibilities of development of settlements were examined thoroughly basing on the sustainable development triad of economics-ecology-society.",2013
Treatment of natural stones with Phase Change Materials: Experiments and computational approaches,Natural stone; Phase Change Materials; Thermal energy storage; Energy efficiency; Buildings,THERMAL-ENERGY STORAGE; PCM; BUILDINGS,"The treatment of natural stones with Phase Change Materials (PCMs) is experimentally and computationally investigated with respect to developing innovative products with thermal energy storage properties. The objective is to improve the thermal properties of natural stone by exploiting associated latent heat storage phenomena. As a consequence, natural stone treated with PCMs could be used as a construction material with the ability to store thermal energy leading to reduction of the overall buildings' energy consumption. In order to demonstrate the effectiveness of this concept, a series of experiments has been performed. At first, measurements were focused on the PCM influence at the natural stone thermal properties at sample scale. At product scale, a number of ""model"" concrete pilot houses have been constructed. The pilot houses were covered with trans-ventilated facade design using the Spanish ""Bateig azul"" natural stone. Two cases have been examined, with and without PCM integrated in the natural stone facade. Variations of indoor temperatures have been monitored for several day-night cycles showing that a smoother indoor temperature profile is obtained when PCMs are implemented. An improvement in human comfort and a reduction of energy consumption can thus be anticipated. Furthermore, a composite computational model based on the linking of TRNSYS platform to a MATLAB subroutine is introduced. The performance of the tool is evaluated with respect to the aforementioned measurements. It is shown that a good agreement between computational results and experimental data can be achieved. Parametric studies focused on the PCM influence, highlighting the advantages of the combined experimental and computational approaches. (c) 2012 Elsevier Ltd. All rights reserved.",2012
Incorporating waste into an experimental school prototype: lessons regarding materials reclamation opportunities,Architecture; waste; reuse; recycle; school,DEMOLITION WASTE; CONSTRUCTION MATERIALS; REUSE; MANAGEMENT; BUILDINGS; BRICK,"This article presents lessons learned from a design project that explored the possibility of incorporating waste into the design of a school prototype. The authors worked with professional architects, a waste artist, environmental scientists and local waste operators to uncover new uses and applications for discarded items. As a result, bottles, aluminium cans, reclaimed doors, crushed concrete and second-hand bricks, etc. were identified, explored and integrated into the architectural design. This article serves as a catalyst that advocates the use of reclaimed materials in the field of design and planning. In particular, it highlights the challenges and issues that need to be addressed in carrying out design work with waste. Designers and practitioners interested in minimizing waste generation by proposing the use of reclaimed materials will find this article useful.",2012
Assessing the quality of sandstones for use as aggregate in concrete,,MECHANICAL-PROPERTIES; STRENGTH CONCRETE; ROCK AGGREGATE; PERFORMANCE; DURABILITY,"Sandstones have been widely used as a source of concrete aggregates. Sandstones show a variety of textural, mineralogic and chemical characteristics that may affect their physico-mechanical properties as well as their use as a construction material. The aim of this paper is to assess the influence of the composition and texture of sandstones on aggregate properties. In this study, Ordovician sandstones were compared with Carboniferous, Devonian and Permo-Triassic sandstones used as concrete aggregates in Istanbul. The sandstone samples were tested to determine their petrographic, mineralogic and chemical characteristics and aggregate properties. Then, the testing concretes were prepared by using these aggregates, and hardened concrete properties were determined. According to the results obtained, although Ordovician sandstones have poor aggregate quality as compared to other sandstones, they were found to be suitable for use as coarse aggregate in low-strength concrete production.",2012
Closed-loop recycling of recycled concrete aggregates,Recycled concrete aggregate; Parent concrete; Concrete life cycle; Workability,MECHANICAL-PROPERTIES; MORTAR CONTENT; WASTE,"Reduce, reuse and recycle for environment recovery and respect are the key principles of a sustainable construction material. Much research has been conducted regarding the use of recycled concrete aggregates (RCA) in concrete mixes recycled from parent concrete of natural source aggregates, referred here as first generation. Recycling the RCA forming a second loop of recycling concrete is referred here as the second generation of RCA. This study concentrates on the properties of the second generation concrete. The concrete mixes considered in this study are conventional mixes made of 100% natural aggregates (NA), mixes containing up to 20% replacement of NA with RCA, producing first generation concrete and mixes containing up to 20% replacement of NA with aggregates obtained by recycling the first generation concrete (R-RCA), producing the second generation concrete. Properties that have been studied are workability, absorption, compressive and tensile strengths. The results show that the use of RCA and R-RCA has an adverse effect on concrete properties. Results show that the use of up to 20% replacement of NA by RCA or R-RCA instead of NA is allowed for producing concretes of accepted quality. The second generation RCA performed better than the first generation RCA. It is also shown that the closed-loop recycling is possible and advantages maintaining the sustainability of the natural resources and the environment. (C) 2012 Elsevier Ltd. All rights reserved.",2012
Manufacturing of building bricks without Portland cement,Waste materials; Limestone powder; Fly ash; Silica fume; Masonry composite,FLY-ASH; SILICA FUME; ENVIRONMENTAL PERFORMANCE; THERMAL-CONDUCTIVITY; LIMESTONE POWDER; FIRED BRICKS; CONCRETE; MICROSTRUCTURE; STRENGTH; INDUSTRY,"European legislation about waste emissions and the need to reduce solid waste volume have caused scientists to invent new construction materials produced using waste materials. In this study, limestone powder, class C fly ash, silica fume and water are used without any other components in masonry brick production. Limestone powder, class C fly ash and silica fume were mixed, humidified, compacted and cured for periods of 7, 28 and 90 days. The compressive and flexural strengths, density, water absorption, porosity and thermal conductivity of the bricks were measured. The compressive and flexural strengths of the samples containing silica fume were found to increase significantly when the silica fume content in the mixtures was increased. At the 20% silica fume content, the compressive strengths of masonry blocks without Portland cement at the 28 and 90 days curing time, were 23 and 26.5 MPa. The estimated production cost of a new masonry brick was 6.4-times cheaper than that of traditional fired clay brick. The preliminary results were encouraging enough that these waste materials were used to produce a composite masonry brick without Portland cement. (C) 2012 Elsevier Ltd. All rights reserved.",2012
Multiscale simulations of concrete mechanical tests,Mori-Tanaka method; Concrete; Mortar; Virtual testing; Multiscale modeling; Coated inclusion,ELASTIC PROPERTIES; INCLUSION; MODEL,"In civil engineering, computational modeling is widely used in the design process at the structural level. In contrast to that, an automated support for the selection or design of construction materials is currently not available. Specification of material properties and model parameters has a strong influence on the results. Therefore, an uncoupled two-step approach is employed to provide relatively quick and reliable simulations of concrete (mortar) tests. First, the Mori-Tanaka method is utilized to include the majority of small aggregates and air voids. The strain incremental form of MT approach serves for the prediction of material properties subsequently used in the finite element simulations of mechanical tests. (C) 2012 Elsevier B.V. All rights reserved.",2012
Dynamic tensile behaviour of fibre reinforced concrete with spiral fibres,Fibre reinforced concrete; Spiral steel fibre; Dynamic split tensile test,STEEL FIBER; IMPACT; COMPOSITES; BOND,"This paper performs drop-weight splitting tests to study the dynamic tensile properties of fibre reinforced concrete (FRC) materials with different steel fibres. A renovated splitting tensile testing method was developed to ensure a more qualified experimental process. The splitting tensile impact tests were conducted with an instrumented drop-weight impact system consisting of a hard steel drop weight, a fast-response load cell, a high-speed video camera and a high-frequency data acquisition system. The quasi-static compressive and splitting tests were also conducted to obtain the static properties of the FRC materials. The commonly used hooked-end steel fibre and a new spiral shaped steel fibre were tested in this study. The high-speed video camera was used to capture the detailed failure process, deformation and cracking process of the tested specimens. Average strain rates and the cracking extension displacement and velocity under impact loading were estimated by analysing the recorded high-speed images. The strains were also measured by the strain gages on the specimen surface. The dynamic stress-strain and stress-COD (cracking opening displacement) relations, the rate sensitivity of tensile strength and the corresponding energy absorption capacity of plain concrete and FRC with different fibres were obtained, compared and discussed. The advantage and effectiveness of the new spiral fibre in increasing the performance of FRC under dynamic tensile loading were examined. The results show that FRC with spiral fibres outperforms that with hooked-end fibres, and is a promising construction material in resisting dynamic loadings. (c) 2012 Elsevier Ltd. All rights reserved.",2012
